case_id,variant_id,level,agent_variant,run_id,claim_id,claim_type,agent_claim,cited_evidence,confidence,what_would_falsify_this_claim,verbatim_quote,source_section,raw_output_file,notes
C020,level1,level1,benchmark_isolated,RUN_20260529_115127_10_openclaw_deepseekv4pro_isolated,RUN_20260529_115127_10_openclaw_deepseekv4pro_isolated_CL006,Design validity,The format effect is not driven by novelty or experimenter effects.,Stable or non-decreasing effect over experiment duration; no discontinuity relative to pre-experiment baseline,Moderate (requires sufficient experiment duration and pre-period data),Effect diminishes monotonically to zero over the experiment window,The format effect is not driven by novelty or experimenter effects.,Claim-Evidence Table,outputs/raw_agent_logs/main/C020_level1_openclaw_RUN_20260529_115127_10_openclaw_deepseekv4pro_isolated.md,extracted_from_claim_evidence_table
C001,perturbed,perturbed,research_agent_v1,RUN_20260531_163414_01_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_163414_01_openclaw_deepseekv4pro_researchagentv1_CL001,**Descriptive**,"Contribution rates differ systematically across the four groups defined by pre-contact choice × contact status, conditional on route, neighborhood, timing, and solicitor",Estimated conditional means and their standard errors from the descriptive stratification; F-test of equality of β coefficients across groups,High — directly observable from the data; does not require causal assumptions,"Failure to reject the null of equal contribution rates across all four groups after stratification (i.e., no detectable association between pre-contact choice, contact status, and giving)","Contribution rates differ systematically across the four groups defined by pre-contact choice × contact status, conditional on route, neighborhood, timing, and solicitor",Claim-Evidence Table,outputs/raw_agent_logs/main/C001_perturbed__research_agent_v1__RUN_20260531_163414_01_openclaw_deepseekv4pro_researchagentv1.md,extracted_from_claim_evidence_table
C001,perturbed,perturbed,research_agent_v1,RUN_20260531_163414_01_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_163414_01_openclaw_deepseekv4pro_researchagentv1_CL002,**Descriptive**,The gap in contribution rates between opt-in contacted (G₁) and opt-out contacted (G₃) is positive and statistically significant,Difference in sample means π̂_G₁ − π̂_G₃ with cluster-robust standard errors,Moderate-High — depends on adequate sample sizes in both groups and absence of differential measurement error,"Point estimate near zero or confidence interval that includes zero, indicating that pre-contact choice does not predict giving among contacted households",The gap in contribution rates between opt-in contacted (G₁) and opt-out contacted (G₃) is positive and statistically significant,Claim-Evidence Table,outputs/raw_agent_logs/main/C001_perturbed__research_agent_v1__RUN_20260531_163414_01_openclaw_deepseekv4pro_researchagentv1.md,extracted_from_claim_evidence_table
C001,perturbed,perturbed,research_agent_v1,RUN_20260531_163414_01_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_163414_01_openclaw_deepseekv4pro_researchagentv1_CL003,**Descriptive**,Households that signal avoidance and are nonetheless contacted (G₃) contribute at a lower rate than households that sought advance notice and are contacted (G₁),Same as above; the inequality π̂_G₃ < π̂_G₁ is tested as a one-sided hypothesis,Moderate — depends on adequate G₃ sample size and truthfulness of the avoidance signal as an indicator of lower engagement,"π̂_G₃ ≥ π̂_G₁, which would indicate that avoidance signals carry no information about giving propensity or that they reflect strategic rather than genuine preferences",Households that signal avoidance and are nonetheless contacted (G₃) contribute at a lower rate than households that sought advance notice and are contacted (G₁),Claim-Evidence Table,outputs/raw_agent_logs/main/C001_perturbed__research_agent_v1__RUN_20260531_163414_01_openclaw_deepseekv4pro_researchagentv1.md,extracted_from_claim_evidence_table
C001,perturbed,perturbed,research_agent_v1,RUN_20260531_163414_01_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_163414_01_openclaw_deepseekv4pro_researchagentv1_CL004,**Descriptive / Interpretive**,The small-contribution share is higher among opt-out contacted (G₃) than among opt-in contacted (G₁),Comparison of contribution-size bin distributions across groups; Kolmogorov-Smirnov test of distributional equality,Low-Moderate — requires both adequate sample sizes and the interpretive assumption that small contributions signal pressure rather than low ability-to-give,Equal or reversed small-share patterns; G₃ households give larger amounts on average,The small-contribution share is higher among opt-out contacted (G₃) than among opt-in contacted (G₁),Claim-Evidence Table,outputs/raw_agent_logs/main/C001_perturbed__research_agent_v1__RUN_20260531_163414_01_openclaw_deepseekv4pro_researchagentv1.md,extracted_from_claim_evidence_table
C001,perturbed,perturbed,research_agent_v1,RUN_20260531_163414_01_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_163414_01_openclaw_deepseekv4pro_researchagentv1_CL005,**Partial Identification**,A lower bound on the pressure-attributable share of contacted giving is given by w · π̂_G₃,Avoidance signal truthfulness assumption; observed G₃ contribution rate and group proportion,Low — depends entirely on the untestable assumption that G₃ latent willingness is zero,"Evidence that G₃ households have non-zero latent willingness (e.g., from post-solicitation survey or comparison with other donation channels)",A lower bound on the pressure-attributable share of contacted giving is given by w · π̂_G₃,Claim-Evidence Table,outputs/raw_agent_logs/main/C001_perturbed__research_agent_v1__RUN_20260531_163414_01_openclaw_deepseekv4pro_researchagentv1.md,extracted_from_claim_evidence_table
C001,perturbed,perturbed,research_agent_v1,RUN_20260531_163414_01_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_163414_01_openclaw_deepseekv4pro_researchagentv1_CL006,**Methodological**,"The perturbation (removal of researcher assignment of pre-contact conditions) precludes credible point identification of any causal effect of pre-contact notice, avoidance signals, or contact on giving",Logical analysis of the data structure: pre-contact choice is endogenous to unobserved giving propensity; no valid instrument or credible selection-on-observables strategy exists given the packet's covariates,High — follows from the definition of the perturbation and the absence of identifying variation,"Discovery of a valid, quasi-random source of variation in pre-contact conditions within the packet's data structure that the current analysis has overlooked","The perturbation (removal of researcher assignment of pre-contact conditions) precludes credible point identification of any causal effect of pre-contact notice, avoidance signals, or contact on giving",Claim-Evidence Table,outputs/raw_agent_logs/main/C001_perturbed__research_agent_v1__RUN_20260531_163414_01_openclaw_deepseekv4pro_researchagentv1.md,extracted_from_claim_evidence_table
C001,perturbed,perturbed,research_agent_v1,RUN_20260531_163414_01_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_163414_01_openclaw_deepseekv4pro_researchagentv1_CL007,**Methodological**,Solicitor identity and visit timing cannot serve as valid instruments for contact,(a) Packet warns that solicitor behavior may change across routes or conditions (violating exclusion); (b) packet provides no evidence of random or quasi-random solicitor assignment; (c) solicitor assignment likely correlates with area characteristics through organizational incentives,High — based on the packet's own description of solicitor behavior and assignment process,"Documentation in the packet (not assumed) that solicitors are randomly assigned to routes and follow identical, standardized scripts",Solicitor identity and visit timing cannot serve as valid instruments for contact,Claim-Evidence Table,outputs/raw_agent_logs/main/C001_perturbed__research_agent_v1__RUN_20260531_163414_01_openclaw_deepseekv4pro_researchagentv1.md,extracted_from_claim_evidence_table
C001,perturbed,perturbed,research_agent_v1,RUN_20260531_163414_01_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_163414_01_openclaw_deepseekv4pro_researchagentv1_CL008,**Methodological / Recommendation**,The descriptive stratification is the strongest defensible analysis given the perturbation; causal claims must be downgraded,"Packet instruction that ""if strong causal identification is no longer justified, the answer must explicitly downgrade the claim""; Stage 4 critic's verdicts that Candidates 2 and 4 are not defensible and Candidate 1 is defensible as a fallback",High — consistent with both the packet's explicit constraints and the independent critique,"Identification of a strategy, grounded in packet-local evidence, that credibly isolates a causal parameter without requiring assumptions the packet cannot support",The descriptive stratification is the strongest defensible analysis given the perturbation; causal claims must be downgraded,Claim-Evidence Table,outputs/raw_agent_logs/main/C001_perturbed__research_agent_v1__RUN_20260531_163414_01_openclaw_deepseekv4pro_researchagentv1.md,extracted_from_claim_evidence_table
C002,perturbed,perturbed,research_agent_v1,RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1_CL001,Design-assessment,The perturbation breaks the IV exclusion restriction by creating a selection-composition channel from initial offers to repayment through expected final terms,"Perturbation text: ""borrowers are informed that the eventual contract terms may differ from the initial offer and are shown how those later terms can be determined""; data card confirming take-up is observable and precedes contract finalization",High (packet-local),Evidence that borrowers ignore the disclosed rule and make take-up decisions based solely on initial offer terms,The perturbation breaks the IV exclusion restriction by creating a selection-composition channel from initial offers to repayment through expected final terms,Claim-Evidence Table,outputs/raw_agent_logs/main/C002_perturbed__research_agent_v1__RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1.md,extracted_from_claim_evidence_table
C002,perturbed,perturbed,research_agent_v1,RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1_CL002,Design-assessment,The perturbation breaks RD continuity by enabling anticipation-driven sorting around any discontinuity in the known rule,Perturbation text establishing that borrowers see the rule before applying; standard RD no-manipulation condition,High (analytic),Evidence that the rule contains no discontinuity (making RD unavailable for separate reasons) or that borrowers cannot act on rule knowledge before applying,The perturbation breaks RD continuity by enabling anticipation-driven sorting around any discontinuity in the known rule,Claim-Evidence Table,outputs/raw_agent_logs/main/C002_perturbed__research_agent_v1__RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1.md,extracted_from_claim_evidence_table
C002,perturbed,perturbed,research_agent_v1,RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1_CL003,Causal (conditional),Within-borrower fixed effects eliminate time-invariant selection confounding,Panel structure in data card; within-borrower differencing is mathematically sufficient to remove any confound that does not vary across episodes for the same borrower,"Moderate (conditional on A2, A4, A6)",Pre-trend test shows that episode-1 repayment predicts direction of term change between episodes conditional on observed rule inputs,Within-borrower fixed effects eliminate time-invariant selection confounding,Claim-Evidence Table,outputs/raw_agent_logs/main/C002_perturbed__research_agent_v1__RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1.md,extracted_from_claim_evidence_table
C002,perturbed,perturbed,research_agent_v1,RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1_CL004,Causal (conditional),Within-borrower variation in realized terms is as-good-as-random conditional on FE and observed rule inputs,Assumption A2; not directly testable without full rule documentation,Low (perturbation introduces strategic cross-episode behavior),Balancing test on lagged outcomes shows systematic differences between borrowers whose terms improve versus worsen; significant coefficient movement when adding rule-input controls,Within-borrower variation in realized terms is as-good-as-random conditional on FE and observed rule inputs,Claim-Evidence Table,outputs/raw_agent_logs/main/C002_perturbed__research_agent_v1__RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1.md,extracted_from_claim_evidence_table
C002,perturbed,perturbed,research_agent_v1,RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1_CL005,Descriptive,Repeat borrowing is sufficiently common to support within-borrower estimation,"Packet states borrowers ""can have linked observations"" but does not guarantee multiple episodes; data card lists ""panel or repeated structure""",Unknown (packet-absent),"Empirical examination of data shows fewer than [threshold]% of borrowers have 2+ episodes, or within-borrower term variation is negligible",Repeat borrowing is sufficiently common to support within-borrower estimation,Claim-Evidence Table,outputs/raw_agent_logs/main/C002_perturbed__research_agent_v1__RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1.md,extracted_from_claim_evidence_table
C002,perturbed,perturbed,research_agent_v1,RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1_CL006,Causal (conditional),The incentive effect estimated on repeat borrowers generalizes to the broader borrower population,Assumption A5; no direct evidence in packet,Low,"Repeat borrowers differ systematically from one-time borrowers on pre-offer risk measures and episode-1 repayment, and these differences predict different treatment responses",The incentive effect estimated on repeat borrowers generalizes to the broader borrower population,Claim-Evidence Table,outputs/raw_agent_logs/main/C002_perturbed__research_agent_v1__RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1.md,extracted_from_claim_evidence_table
C002,perturbed,perturbed,research_agent_v1,RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1_CL007,Descriptive,The descriptive fallback measures valid conditional associations between terms and outcomes,All stages of the credit process are observable; baseline controls include pre-offer risk measures and operational indicators,High,"Systematic measurement error in offer terms, realized terms, or repayment outcomes",The descriptive fallback measures valid conditional associations between terms and outcomes,Claim-Evidence Table,outputs/raw_agent_logs/main/C002_perturbed__research_agent_v1__RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1.md,extracted_from_claim_evidence_table
C002,perturbed,perturbed,research_agent_v1,RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1_CL008,Design-assessment,"Under the perturbation, no single design can credibly separate selection from incentive effects",IV and RD broken by packet-documented perturbation mechanisms; within-borrower panel estimates only incentive margin; review of all candidate designs,High,Discovery of a packet-local source of identifying variation not considered in the candidate list that isolates the selection margin independently of the perturbation,"Under the perturbation, no single design can credibly separate selection from incentive effects",Claim-Evidence Table,outputs/raw_agent_logs/main/C002_perturbed__research_agent_v1__RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1.md,extracted_from_claim_evidence_table
C004,perturbed,perturbed,research_agent_v1,RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1_CL001,Descriptive,C1. Paid-search availability and downstream sales are associated (direction and magnitude to be estimated from data).,"Raw pre-post comparisons, cross-sectional contrasts, and covariate-adjusted regressions using the panel data described in the packet.",High (conditional on measurement quality),"Finding that the association is near zero and invariant to specification, market, and time — implying no detectable descriptive relationship exists.",**C1.** Paid-search availability and downstream sales are associated (direction and magnitude to be estimated from data).,Claim-Evidence Table,outputs/raw_agent_logs/main/C004_perturbed__research_agent_v1__RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1.md,extracted_from_claim_evidence_table
C004,perturbed,perturbed,research_agent_v1,RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1_CL002,Descriptive,C2. Suspended markets differ from active markets on observable pre-period characteristics.,"Selection diagnostic regression of suspension indicator on pre-period sales, market characteristics, and segment composition.",High,Finding that suspended and active markets are observationally indistinguishable on all available pre-period covariates. (This would not rescue causal identification but would rule out observable selection.),**C2.** Suspended markets differ from active markets on observable pre-period characteristics.,Claim-Evidence Table,outputs/raw_agent_logs/main/C004_perturbed__research_agent_v1__RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1.md,extracted_from_claim_evidence_table
C004,perturbed,perturbed,research_agent_v1,RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1_CL003,Descriptive,C3. The association between paid-search availability and sales varies descriptively across user-history segments.,Segment-level decompositions of pre-post changes and cross-sectional contrasts.,Low–Moderate,"Finding no segment-level variation in associations, or finding that segment-level associations are entirely explained by compositional differences between market groups.",**C3.** The association between paid-search availability and sales varies descriptively across user-history segments.,Claim-Evidence Table,outputs/raw_agent_logs/main/C004_perturbed__research_agent_v1__RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1.md,extracted_from_claim_evidence_table
C004,perturbed,perturbed,research_agent_v1,RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1_CL004,Causal,C4. Paid-search suspension causes a change in downstream sales.,None available under the perturbed packet.,**Cannot be claimed**,N/A — the claim is not made.,**C4.** Paid-search suspension causes a change in downstream sales.,Claim-Evidence Table,outputs/raw_agent_logs/main/C004_perturbed__research_agent_v1__RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1.md,extracted_from_claim_evidence_table
C004,perturbed,perturbed,research_agent_v1,RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1_CL005,Causal / Structural,C5. Paid-search generates incremental purchases rather than intercepting existing demand.,None available under the perturbed packet.,**Cannot be claimed**,N/A — the claim is not made.,**C5.** Paid-search generates incremental purchases rather than intercepting existing demand.,Claim-Evidence Table,outputs/raw_agent_logs/main/C004_perturbed__research_agent_v1__RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1.md,extracted_from_claim_evidence_table
C004,perturbed,perturbed,research_agent_v1,RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1_CL006,Causal heterogeneity,C6. The effect of paid-search differs causally between less active and already active users.,None available under the perturbed packet.,**Cannot be claimed**,N/A — the claim is not made.,**C6.** The effect of paid-search differs causally between less active and already active users.,Claim-Evidence Table,outputs/raw_agent_logs/main/C004_perturbed__research_agent_v1__RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1.md,extracted_from_claim_evidence_table
C004,perturbed,perturbed,research_agent_v1,RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1_CL007,Methodological,C7. Pre-trend tests validate a causal interpretation of post-suspension sales changes.,Pre-suspension sales trajectories.,**Cannot be claimed**,N/A — pre-trend tests are silent on forward-looking selection; passing pre-trend tests does not establish parallel trends for anticipated shocks contemporaneous with treatment.,**C7.** Pre-trend tests validate a causal interpretation of post-suspension sales changes.,Claim-Evidence Table,outputs/raw_agent_logs/main/C004_perturbed__research_agent_v1__RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1.md,extracted_from_claim_evidence_table
C004,perturbed,perturbed,research_agent_v1,RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1_CL008,Institutional / descriptive,C8. The manager's suspension decision is correlated with expected future demand (as stated in the packet).,"Packet text: ""campaign managers choose which markets to reduce or suspend based on operational judgments, expected demand, or budget considerations.""",High (taken from packet),"Evidence that managers used only pre-committed, non-demand-based rules for all suspension decisions. This would contradict the perturbation and restore quasi-experimental conditions.",**C8.** The manager's suspension decision is correlated with expected future demand (as stated in the packet).,Claim-Evidence Table,outputs/raw_agent_logs/main/C004_perturbed__research_agent_v1__RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1.md,extracted_from_claim_evidence_table
C005,perturbed,perturbed,research_agent_v1,RUN_20260531_170002_04_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_170002_04_openclaw_deepseekv4pro_researchagentv1_CL001,Causal (ITT),Campaign assignment/eligibility causally affects downstream conversion outcomes.,"Stage-2 randomization (packet: ""Campaign-level randomization or holdout assignment exists""); observed assignment status; observed outcomes; balance on pre-campaign covariates.",**High** (internal validity from randomization; external validity limited by setting),Failure of balance tests on pre-campaign observables; evidence of holdout leakage; detectable SUTVA violation from auxiliary data.,Campaign assignment/eligibility causally affects downstream conversion outcomes.,Claim-Evidence Table,outputs/raw_agent_logs/main/C005_perturbed__research_agent_v1__RUN_20260531_170002_04_openclaw_deepseekv4pro_researchagentv1.md,extracted_from_claim_evidence_table
C005,perturbed,perturbed,research_agent_v1,RUN_20260531_170002_04_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_170002_04_openclaw_deepseekv4pro_researchagentv1_CL002,Causal (first-stage),The effect of campaign assignment operates partly through actual ad exposure.,First-stage regression of actual exposure on assignment (both observed in logs); positive and statistically significant \(\pi_1\).,**High** conditional on no measurement error in exposure logging.,\(\pi_1 = 0\) or indistinguishable from zero; evidence that assignment suppresses exposure (negative first stage).,The effect of campaign assignment operates partly through actual ad exposure.,Claim-Evidence Table,outputs/raw_agent_logs/main/C005_perturbed__research_agent_v1__RUN_20260531_170002_04_openclaw_deepseekv4pro_researchagentv1.md,extracted_from_claim_evidence_table
C005,perturbed,perturbed,research_agent_v1,RUN_20260531_170002_04_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_170002_04_openclaw_deepseekv4pro_researchagentv1_CL003,Causal (LATE) with **heavy caveats**,The causal effect of actual ad exposure on outcomes among compliers is approximately \(\hat{\tau}_{\text{LATE}}\).,IV ratio of reduced-form ITT to first-stage; random assignment as instrument.,**Low** — exclusion restriction and monotonicity are untestable given the perturbation.,Any evidence of exclusion-restriction violation (requires unobserved data); evidence of defiers (requires unobserved data); first-stage F < 10.,The causal effect of actual ad exposure on outcomes among compliers is approximately \(\hat{\tau}_{\text{LATE}}\).,Claim-Evidence Table,outputs/raw_agent_logs/main/C005_perturbed__research_agent_v1__RUN_20260531_170002_04_openclaw_deepseekv4pro_researchagentv1.md,extracted_from_claim_evidence_table
C005,perturbed,perturbed,research_agent_v1,RUN_20260531_170002_04_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_170002_04_openclaw_deepseekv4pro_researchagentv1_CL004,Descriptive association,Actual ad exposure is positively associated with conversions after controlling for observables.,"Regression of outcomes on actual exposure with pre-campaign activity, device, channel, segment, and time controls.",**High** (as an association); **zero** (as a causal claim),"Not falsifiable as an association claim; as a causal claim, any evidence of unobserved confounders (which the packet itself provides: platform optimization).",Actual ad exposure is positively associated with conversions after controlling for observables.,Claim-Evidence Table,outputs/raw_agent_logs/main/C005_perturbed__research_agent_v1__RUN_20260531_170002_04_openclaw_deepseekv4pro_researchagentv1.md,extracted_from_claim_evidence_table
C005,perturbed,perturbed,research_agent_v1,RUN_20260531_170002_04_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_170002_04_openclaw_deepseekv4pro_researchagentv1_CL005,Descriptive trend,Users' outcomes changed after first ad exposure relative to their pre-exposure baseline.,Within-user pre-post comparison among exposed users.,**High** (as a measured trend); **zero** (as a causal claim),"The existence of the trend is not falsifiable; its causal interpretation is falsified by any common time shock, seasonal effect, or evidence of regression to the mean.",Users' outcomes changed after first ad exposure relative to their pre-exposure baseline.,Claim-Evidence Table,outputs/raw_agent_logs/main/C005_perturbed__research_agent_v1__RUN_20260531_170002_04_openclaw_deepseekv4pro_researchagentv1.md,extracted_from_claim_evidence_table
C005,perturbed,perturbed,research_agent_v1,RUN_20260531_170002_04_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_170002_04_openclaw_deepseekv4pro_researchagentv1_CL006,Supporting / diagnostic,The assignment mechanism was as-good-as-random.,Balance tests on pre-campaign covariates; no significant predictors of assignment among observables beyond the randomization design.,**Moderate** — observables may balance even if unobservables do not.,Significant imbalance on any pre-campaign covariate; evidence of manual overrides in assignment logs.,The assignment mechanism was as-good-as-random.,Claim-Evidence Table,outputs/raw_agent_logs/main/C005_perturbed__research_agent_v1__RUN_20260531_170002_04_openclaw_deepseekv4pro_researchagentv1.md,extracted_from_claim_evidence_table
C005,perturbed,perturbed,research_agent_v1,RUN_20260531_170002_04_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_170002_04_openclaw_deepseekv4pro_researchagentv1_CL007,Supporting / diagnostic,No interference between assignment groups (SUTVA).,"Auxiliary: geographic dispersion of assigned vs. unassigned users; dose-response analysis (if larger assigned share in a market → smaller ITT, that's evidence of saturation).",**Low** — the perturbation removes the most direct diagnostic (opportunity-side logs). Packet itself flags interference risks.,Evidence that ITT varies with campaign intensity at the market level; evidence of cross-user information sharing (requires social-graph data not in packet).,No interference between assignment groups (SUTVA).,Claim-Evidence Table,outputs/raw_agent_logs/main/C005_perturbed__research_agent_v1__RUN_20260531_170002_04_openclaw_deepseekv4pro_researchagentv1.md,extracted_from_claim_evidence_table
C008,perturbed,perturbed,research_agent_v1,RUN_20260531_170747_05_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_170747_05_openclaw_deepseekv4pro_researchagentv1_CL001,Descriptive association,C1. Demand for treated product categories changed after the display-change intervention compared to the pre-intervention period.,"Pre-post comparison of quantity sold for treated categories, controlling for observed prices, discounts, and promotions.",Medium-High,No statistically or economically meaningful difference in demand between pre- and post-intervention periods after controlling for price movements.,**C1.** Demand for treated product categories changed after the display-change intervention compared to the pre-intervention period.,Claim-Evidence Table,outputs/raw_agent_logs/main/C008_perturbed__research_agent_v1__RUN_20260531_170747_05_openclaw_deepseekv4pro_researchagentv1.md,extracted_from_claim_evidence_table
C008,perturbed,perturbed,research_agent_v1,RUN_20260531_170747_05_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_170747_05_openclaw_deepseekv4pro_researchagentv1_CL002,Quasi-causal (heavily caveated),C2. The post-intervention demand change for treated categories differs from the concurrent demand change for untreated categories within the same store.,Within-Store DiD estimate (treated × post interaction) with category and time fixed effects.,Low,Pre-intervention trends for treated and untreated categories are visibly non-parallel; or excluding physically proximate untreated categories eliminates the estimate; or the estimate is not robust to alternative pre-period windows.,**C2.** The post-intervention demand change for treated categories differs from the concurrent demand change for untreated categories within the same store.,Claim-Evidence Table,outputs/raw_agent_logs/main/C008_perturbed__research_agent_v1__RUN_20260531_170747_05_openclaw_deepseekv4pro_researchagentv1.md,extracted_from_claim_evidence_table
C008,perturbed,perturbed,research_agent_v1,RUN_20260531_170747_05_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_170747_05_openclaw_deepseekv4pro_researchagentv1_CL003,Suggestive pattern (not causal),"C3. The demand change is larger for categories with higher add-on charges, consistent with a salience mechanism.",Heterogeneity analysis by add-on charge magnitude across treated categories.,Low-Medium,"No gradient in the demand response across add-on-charge levels, or the gradient disappears when controlling for category-level price elasticities.","**C3.** The demand change is larger for categories with higher add-on charges, consistent with a salience mechanism.",Claim-Evidence Table,outputs/raw_agent_logs/main/C008_perturbed__research_agent_v1__RUN_20260531_170747_05_openclaw_deepseekv4pro_researchagentv1.md,extracted_from_claim_evidence_table
C008,perturbed,perturbed,research_agent_v1,RUN_20260531_170747_05_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_170747_05_openclaw_deepseekv4pro_researchagentv1_CL004,Descriptive association,"C4. The demand change cannot be fully explained by contemporaneous changes in actual prices, discounts, or promotional intensity.","Incremental R² or coefficient stability analysis: compare models with and without the post-intervention indicator, conditional on price and promotion controls.",Medium,The post-intervention indicator adds no explanatory power beyond price and promotion controls; estimated coefficients on price and promotion variables change substantially when the post indicator is included.,"**C4.** The demand change cannot be fully explained by contemporaneous changes in actual prices, discounts, or promotional intensity.",Claim-Evidence Table,outputs/raw_agent_logs/main/C008_perturbed__research_agent_v1__RUN_20260531_170747_05_openclaw_deepseekv4pro_researchagentv1.md,extracted_from_claim_evidence_table
C008,perturbed,perturbed,research_agent_v1,RUN_20260531_170747_05_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_170747_05_openclaw_deepseekv4pro_researchagentv1_CL005,Robustness check,C5. The demand change is not driven by a single outlier category.,Leave-one-category-out analysis; category-level decomposition of the association.,Medium-High,Removing a single category eliminates or reverses the estimated association.,**C5.** The demand change is not driven by a single outlier category.,Claim-Evidence Table,outputs/raw_agent_logs/main/C008_perturbed__research_agent_v1__RUN_20260531_170747_05_openclaw_deepseekv4pro_researchagentv1.md,extracted_from_claim_evidence_table
C008,perturbed,perturbed,research_agent_v1,RUN_20260531_170747_05_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_170747_05_openclaw_deepseekv4pro_researchagentv1_CL006,Causal mechanism claim,C6. The salience effect is distinguishable from actual price changes.,[No packet evidence supports this claim under the perturbed constraints.],Cannot be made,[Not applicable — this claim is not supported.],**C6.** The salience effect is distinguishable from actual price changes.,Claim-Evidence Table,outputs/raw_agent_logs/main/C008_perturbed__research_agent_v1__RUN_20260531_170747_05_openclaw_deepseekv4pro_researchagentv1.md,extracted_from_claim_evidence_table
