case_id,variant_id,level,agent_name,agent_variant,run_id,claim_id,claim_type,agent_claim,final_label,final_error_type,final_severity,adjudicator_id,adjudication_notes
C008,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260602_005745_05_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260602_005745_05_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL007,Descriptive,C7. Descriptive pre-post comparison is the appropriate fallback when spillover severity prevents informative causal bounds,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C008,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260602_005745_05_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260602_005745_05_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL008,Limitation,C8. The salience channel is not separately identified from the price-information channel,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C010,level1,level1,openclaw,benchmark_isolated,RUN_20260529_113758_06_openclaw_deepseekv4pro_isolated,RUN_20260529_113758_06_openclaw_deepseekv4pro_isolated_CL001,**Causal** (under random assignment + SUTVA),Early offer timing increases input adoption relative to late offer timing,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C010,level1,level1,openclaw,benchmark_isolated,RUN_20260529_113758_06_openclaw_deepseekv4pro_isolated,RUN_20260529_113758_06_openclaw_deepseekv4pro_isolated_CL002,**Causal**,A modest price discount increases adoption,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C010,level1,level1,openclaw,benchmark_isolated,RUN_20260529_113758_06_openclaw_deepseekv4pro_isolated,RUN_20260529_113758_06_openclaw_deepseekv4pro_isolated_CL003,"**Causal** for additivity; **descriptive** for the claim that timing is ""not reducible""",The timing effect is not simply a disguised price effect,partially_supported,Overclaim,major,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C010,level1,level1,openclaw,benchmark_isolated,RUN_20260529_113758_06_openclaw_deepseekv4pro_isolated,RUN_20260529_113758_06_openclaw_deepseekv4pro_isolated_CL004,**Causal** for the ITT effect of offering the device,A commitment/ordering device improves adoption among early-offer producers,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C010,level1,level1,openclaw,benchmark_isolated,RUN_20260529_113758_06_openclaw_deepseekv4pro_isolated,RUN_20260529_113758_06_openclaw_deepseekv4pro_isolated_CL005,**Descriptive / pattern-based**,The commitment device works by closing the intention-action gap (follow-through),partially_supported,Overclaim,major,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C010,level1,level1,openclaw,benchmark_isolated,RUN_20260529_113758_06_openclaw_deepseekv4pro_isolated,RUN_20260529_113758_06_openclaw_deepseekv4pro_isolated_CL006,**Descriptive / pattern-based**,Late-offer adoption failures reflect inattention rather than procrastination or liquidity,unsupported,Unsupported Claim,major,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C010,level1,level1,openclaw,benchmark_isolated,RUN_20260529_113758_06_openclaw_deepseekv4pro_isolated,RUN_20260529_113758_06_openclaw_deepseekv4pro_isolated_CL007,**Descriptive / correlational**,Late-offer adoption failures reflect liquidity depletion,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C010,level1,level1,openclaw,benchmark_isolated,RUN_20260529_113758_06_openclaw_deepseekv4pro_isolated,RUN_20260529_113758_06_openclaw_deepseekv4pro_isolated_CL008,**Descriptive / pattern-based**,Procrastination/present-bias is a mechanism,partially_supported,Overclaim,major,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C010,level1,level1,openclaw,benchmark_isolated,RUN_20260529_113758_06_openclaw_deepseekv4pro_isolated,RUN_20260529_113758_06_openclaw_deepseekv4pro_isolated_CL009,"**Causal** for the effect of the early offer; **inferential** for the claim about ""why"" under-adoption exists",The input is under-adopted because of timing frictions rather than low profitability,partially_supported,Overclaim,major,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C010,level1,level1,openclaw,benchmark_isolated,RUN_20260529_113758_06_openclaw_deepseekv4pro_isolated,RUN_20260529_113758_06_openclaw_deepseekv4pro_isolated_CL010,**Speculative / not claimed**,The behavioral mechanism is generalizable to other settings,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C010,level2,level2,openclaw,benchmark_isolated,RUN_20260527_231632_18_openclaw_deepseekv4pro_isolated,RUN_20260527_231632_18_openclaw_deepseekv4pro_isolated_CL001,Causal (randomized),The early small offer increases adoption relative to no offer,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C010,level2,level2,openclaw,benchmark_isolated,RUN_20260527_231632_18_openclaw_deepseekv4pro_isolated,RUN_20260527_231632_18_openclaw_deepseekv4pro_isolated_CL002,Causal (randomized),Early timing matters independently of offer value,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C010,level2,level2,openclaw,benchmark_isolated,RUN_20260527_231632_18_openclaw_deepseekv4pro_isolated,RUN_20260527_231632_18_openclaw_deepseekv4pro_isolated_CL003,Causal (randomized),The effect is not purely a reminder/salience effect,partially_supported,Overclaim,major,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C010,level2,level2,openclaw,benchmark_isolated,RUN_20260527_231632_18_openclaw_deepseekv4pro_isolated,RUN_20260527_231632_18_openclaw_deepseekv4pro_isolated_CL004,Causal (randomized),A larger late subsidy does not outperform the early small offer,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C010,level2,level2,openclaw,benchmark_isolated,RUN_20260527_231632_18_openclaw_deepseekv4pro_isolated,RUN_20260527_231632_18_openclaw_deepseekv4pro_isolated_CL005,Mechanism inference (pattern-based),The pattern is consistent with procrastination/present-bias,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C010,level2,level2,openclaw,benchmark_isolated,RUN_20260527_231632_18_openclaw_deepseekv4pro_isolated,RUN_20260527_231632_18_openclaw_deepseekv4pro_isolated_CL006,Mechanism inference (pattern-based),The pattern is definitively present-bias rather than liquidity dissipation,unsupported,Unsupported Claim,critical,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C010,level2,level2,openclaw,benchmark_isolated,RUN_20260527_231632_18_openclaw_deepseekv4pro_isolated,RUN_20260527_231632_18_openclaw_deepseekv4pro_isolated_CL007,Mechanism inference,Early offer improves intention-to-action conversion,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C010,level2,level2,openclaw,benchmark_isolated,RUN_20260527_231632_18_openclaw_deepseekv4pro_isolated,RUN_20260527_231632_18_openclaw_deepseekv4pro_isolated_CL008,Exploratory heterogeneity,Non-adopters are more responsive to the early offer,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C010,level2,level2,openclaw,benchmark_isolated,RUN_20260527_231632_18_openclaw_deepseekv4pro_isolated,RUN_20260527_231632_18_openclaw_deepseekv4pro_isolated_CL009,Exploratory,Effects persist beyond the intervention season,unsupported,Unsupported Claim,minor,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C010,level3,level3,openclaw,benchmark_isolated,RUN_20260527_232025_19_openclaw_deepseekv4pro_isolated,RUN_20260527_232025_19_openclaw_deepseekv4pro_isolated_CL001,Causal (randomized),C1. Early offer timing increases seasonal input adoption relative to an economically identical late offer.,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C010,level3,level3,openclaw,benchmark_isolated,RUN_20260527_232025_19_openclaw_deepseekv4pro_isolated,RUN_20260527_232025_19_openclaw_deepseekv4pro_isolated_CL002,Causal (randomized),C2. The timing effect is not driven solely by reminders or salience.,partially_supported,Overclaim,major,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C010,level3,level3,openclaw,benchmark_isolated,RUN_20260527_232025_19_openclaw_deepseekv4pro_isolated,RUN_20260527_232025_19_openclaw_deepseekv4pro_isolated_CL003,Mechanism inference (reduced-form pattern),C3. The pattern of adoption across arms is consistent with procrastination/present bias.,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C010,level3,level3,openclaw,benchmark_isolated,RUN_20260527_232025_19_openclaw_deepseekv4pro_isolated,RUN_20260527_232025_19_openclaw_deepseekv4pro_isolated_CL004,Descriptive comparison,C4. The early-small offer can partially substitute for a late large subsidy.,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C010,level3,level3,openclaw,benchmark_isolated,RUN_20260527_232025_19_openclaw_deepseekv4pro_isolated,RUN_20260527_232025_19_openclaw_deepseekv4pro_isolated_CL005,Mechanism inference (design-based),C5. Static liquidity constraints do not explain the adoption pattern.,partially_supported,Overclaim,major,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C010,level3,level3,openclaw,benchmark_isolated,RUN_20260527_232025_19_openclaw_deepseekv4pro_isolated,RUN_20260527_232025_19_openclaw_deepseekv4pro_isolated_CL006,Descriptive heterogeneity,C6. Prior non-adopters are more responsive to the early-small offer than prior adopters.,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C010,level3,level3,openclaw,benchmark_isolated,RUN_20260527_232025_19_openclaw_deepseekv4pro_isolated,RUN_20260527_232025_19_openclaw_deepseekv4pro_isolated_CL007,Descriptive (stated intentions measured post-assignment in some arms),C7. The stated-intention-to-behavior gap is larger in late-offer arms than in the early-offer arm.,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C010,level3,level3,openclaw,benchmark_isolated,RUN_20260527_232025_19_openclaw_deepseekv4pro_isolated,RUN_20260527_232025_19_openclaw_deepseekv4pro_isolated_CL008,Descriptive validation,C8. The design's findings are internally valid (randomization produced comparable groups).,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C010,level3,level3,openclaw,benchmark_isolated,RUN_20260527_232025_19_openclaw_deepseekv4pro_isolated,RUN_20260527_232025_19_openclaw_deepseekv4pro_isolated_CL009,Descriptive validation,C9. The results are not driven by differential attrition.,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C010,level3,level3,openclaw,benchmark_isolated,RUN_20260527_232025_19_openclaw_deepseekv4pro_isolated,RUN_20260527_232025_19_openclaw_deepseekv4pro_isolated_CL010,Descriptive diagnostic,C10. Spillovers do not qualitatively change the conclusions.,partially_supported,Overclaim,minor,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C010,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_232448_20_openclaw_deepseekv4pro_isolated,RUN_20260527_232448_20_openclaw_deepseekv4pro_isolated_CL001,Causal (ITT),C1. Early offer availability increases seasonal input adoption relative to later availability (when all producers are informed early).,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C010,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_232448_20_openclaw_deepseekv4pro_isolated,RUN_20260527_232448_20_openclaw_deepseekv4pro_isolated_CL002,Descriptive,C2. The timing effect is larger for liquidity-constrained producers.,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C010,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_232448_20_openclaw_deepseekv4pro_isolated,RUN_20260527_232448_20_openclaw_deepseekv4pro_isolated_CL003,Descriptive / suggestive,C3. Late-arm producers are more likely than early-arm producers to state an intention to adopt but fail to follow through.,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C010,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_232448_20_openclaw_deepseekv4pro_isolated,RUN_20260527_232448_20_openclaw_deepseekv4pro_isolated_CL004,Descriptive,C4. Adoption declines monotonically with offer delay from the income moment.,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C010,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_232448_20_openclaw_deepseekv4pro_isolated,RUN_20260527_232448_20_openclaw_deepseekv4pro_isolated_CL005,Diagnostic,C5. Spillover effects do not materially bias the ITT.,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C010,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_232448_20_openclaw_deepseekv4pro_isolated,RUN_20260527_232448_20_openclaw_deepseekv4pro_isolated_CL006,Diagnostic,C6. The timing effect is not driven by differential attrition.,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C010,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_232448_20_openclaw_deepseekv4pro_isolated,RUN_20260527_232448_20_openclaw_deepseekv4pro_isolated_CL007,Interpretive / synthetic,C7. Procrastination is the primary mechanism driving the timing effect.,unsupported,Unsupported Claim,critical,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C010,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_171514_06_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_171514_06_openclaw_deepseekv4pro_researchagentv1_CL001,Causal (ITT of compound treatment),C1. The announced schedule assignment causally affects seasonal input adoption.,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C010,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_171514_06_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_171514_06_openclaw_deepseekv4pro_researchagentv1_CL002,Descriptive/structural,"C2. The adoption difference between arms is a black-box combination of timing, anticipation, convenience, and economic value.",supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C010,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_171514_06_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_171514_06_openclaw_deepseekv4pro_researchagentv1_CL003,Structural identification claim,C3. The experimental design cannot distinguish procrastination from rational planning as the driver of any adoption gap.,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C010,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_171514_06_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_171514_06_openclaw_deepseekv4pro_researchagentv1_CL004,Descriptive,C4. Stated plans differ between producers who anticipate an early offer and those who anticipate a late offer.,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C010,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_171514_06_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_171514_06_openclaw_deepseekv4pro_researchagentv1_CL005,Descriptive/correlational,C5. Prior adoption history predicts current-season adoption independently of schedule assignment.,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C010,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_171514_06_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_171514_06_openclaw_deepseekv4pro_researchagentv1_CL006,Causal (reduced form),"C6. The ITT of the announced schedule is an unbiased estimate of the reduced-form effect, conditional on the validity of randomization.",supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C010,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_152208_06_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_152208_06_openclaw_deepseekv4pro_researchagentv2search_CL001,Causal (ITT of bundled treatment),Assignment to an announced offer schedule causally affects actual seasonal input adoption,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C010,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_152208_06_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_152208_06_openclaw_deepseekv4pro_researchagentv2search_CL002,Causal (comparative ITT),The effect of announced schedule on adoption differs across schedule arms (menu matters),supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C010,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_152208_06_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_152208_06_openclaw_deepseekv4pro_researchagentv2search_CL003,Descriptive,Producers exhibit systematic gaps between stated intentions and actual adoption,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C010,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_152208_06_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_152208_06_openclaw_deepseekv4pro_researchagentv2search_CL004,Descriptive (associational),The intention-action gap varies by announced schedule characteristics,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C010,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_152208_06_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_152208_06_openclaw_deepseekv4pro_researchagentv2search_CL005,Interpretive pattern,The observed adoption pattern is consistent with a procrastination-based mechanism,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C010,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_152208_06_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_152208_06_openclaw_deepseekv4pro_researchagentv2search_CL006,**Not claimable**,"The timing of the purchase window, separate from its announcement, affects adoption",supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C010,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_152208_06_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_152208_06_openclaw_deepseekv4pro_researchagentv2search_CL007,**Not claimable**,Present-bias or time-inconsistent preferences are present among producers,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C010,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_152208_06_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_152208_06_openclaw_deepseekv4pro_researchagentv2search_CL008,**Not claimable**,Spillover via information sharing does not bias the ITT,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C010,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_152208_06_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_152208_06_openclaw_deepseekv4pro_researchagentv2search_CL009,**Not claimable**,The ITT of announced schedule generalizes to unannounced timing regimes,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C010,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260602_011309_06_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260602_011309_06_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL001,Causal (ITT of the joint timing + anticipation package),Assignment to an early-announced early-offer schedule causes a change in actual adoption relative to assignment to an early-announced later-offer schedule,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C010,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260602_011309_06_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260602_011309_06_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL002,Methodological constraint (not an empirical claim),"The ITT estimate captures the joint effect of offer timing and anticipation, not the pure timing effect alone",supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C010,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260602_011309_06_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260602_011309_06_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL003,Methodological constraint (identification failure),The pure timing effect cannot be point-identified from the available data,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C010,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260602_011309_06_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260602_011309_06_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL004,Descriptive heterogeneity,Adoption patterns differ across subgroups defined by prior adoption history (pre-treatment characteristic),supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C010,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260602_011309_06_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260602_011309_06_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL005,Descriptive association (not causal),Adoption patterns differ across subgroups defined by stated adoption intentions,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C010,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260602_011309_06_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260602_011309_06_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL006,No evidence — this claim cannot be made,The adoption pattern is consistent with procrastination/present bias,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C010,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260602_011309_06_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260602_011309_06_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL007,Sensitivity analysis / extrapolation,The ITT estimate would be different under an unannounced-timing design,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C014,level1,level1,openclaw,benchmark_isolated,RUN_20260529_114115_07_openclaw_deepseekv4pro_isolated,RUN_20260529_114115_07_openclaw_deepseekv4pro_isolated_CL001,Causal (ITT),Assignment to formal oversight reduces independently measured leakage (β₁ < 0),supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C014,level1,level1,openclaw,benchmark_isolated,RUN_20260529_114115_07_openclaw_deepseekv4pro_isolated,RUN_20260529_114115_07_openclaw_deepseekv4pro_isolated_CL002,Causal (ITT),Assignment to community monitoring reduces independently measured leakage (β₂ < 0),supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C014,level1,level1,openclaw,benchmark_isolated,RUN_20260529_114115_07_openclaw_deepseekv4pro_isolated,RUN_20260529_114115_07_openclaw_deepseekv4pro_isolated_CL003,Causal (ITT),"The combined intervention has a larger effect than either alone (β₃ > max(β₁, β₂))",unsupported,Unsupported Claim,major,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C014,level1,level1,openclaw,benchmark_isolated,RUN_20260529_114115_07_openclaw_deepseekv4pro_isolated,RUN_20260529_114115_07_openclaw_deepseekv4pro_isolated_CL004,Causal (ITT),Formal oversight and community monitoring differ in effectiveness (β₁ ≠ β₂),supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C014,level1,level1,openclaw,benchmark_isolated,RUN_20260529_114115_07_openclaw_deepseekv4pro_isolated,RUN_20260529_114115_07_openclaw_deepseekv4pro_isolated_CL005,Mechanistic (suggestive),Monitoring reduces leakage through deterrence (not just reporting changes),partially_supported,Overclaim,major,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C014,level1,level1,openclaw,benchmark_isolated,RUN_20260529_114115_07_openclaw_deepseekv4pro_isolated,RUN_20260529_114115_07_openclaw_deepseekv4pro_isolated_CL006,Diagnostic,Monitoring effects are not driven by differential attrition,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C014,level1,level1,openclaw,benchmark_isolated,RUN_20260529_114115_07_openclaw_deepseekv4pro_isolated,RUN_20260529_114115_07_openclaw_deepseekv4pro_isolated_CL007,Diagnostic,Treatment effects are not contaminated by spillover,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C014,level1,level1,openclaw,benchmark_isolated,RUN_20260529_114115_07_openclaw_deepseekv4pro_isolated,RUN_20260529_114115_07_openclaw_deepseekv4pro_isolated_CL008,Diagnostic,Independent measurement protocol is not biased by treatment status,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C014,level1,level1,openclaw,benchmark_isolated,RUN_20260529_114115_07_openclaw_deepseekv4pro_isolated,RUN_20260529_114115_07_openclaw_deepseekv4pro_isolated_CL009,Mechanistic (suggestive),Community monitoring is not captured by elites,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C014,level1,level1,openclaw,benchmark_isolated,RUN_20260529_114115_07_openclaw_deepseekv4pro_isolated,RUN_20260529_114115_07_openclaw_deepseekv4pro_isolated_CL010,"Causal (ITT, long-run)",Effects persist beyond the monitoring period,unsupported,Unsupported Claim,major,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C014,level2,level2,openclaw,benchmark_isolated,RUN_20260527_232816_21_openclaw_deepseekv4pro_isolated,RUN_20260527_232816_21_openclaw_deepseekv4pro_isolated_CL001,Causal,Formal oversight reduces independently measured leakage relative to control.,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C014,level2,level2,openclaw,benchmark_isolated,RUN_20260527_232816_21_openclaw_deepseekv4pro_isolated,RUN_20260527_232816_21_openclaw_deepseekv4pro_isolated_CL002,Causal,Community monitoring reduces independently measured leakage relative to control.,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C014,level2,level2,openclaw,benchmark_isolated,RUN_20260527_232816_21_openclaw_deepseekv4pro_isolated,RUN_20260527_232816_21_openclaw_deepseekv4pro_isolated_CL003,Causal,Formal oversight and community monitoring have different effects.,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C014,level2,level2,openclaw,benchmark_isolated,RUN_20260527_232816_21_openclaw_deepseekv4pro_isolated,RUN_20260527_232816_21_openclaw_deepseekv4pro_isolated_CL004,Mechanism (descriptive),Administrative records overstate the effect of monitoring relative to independent measurement.,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C014,level2,level2,openclaw,benchmark_isolated,RUN_20260527_232816_21_openclaw_deepseekv4pro_isolated,RUN_20260527_232816_21_openclaw_deepseekv4pro_isolated_CL005,Mechanism (descriptive),Community monitoring effects are larger where baseline information asymmetries are greater.,partially_supported,Overclaim,major,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C014,level2,level2,openclaw,benchmark_isolated,RUN_20260527_232816_21_openclaw_deepseekv4pro_isolated,RUN_20260527_232816_21_openclaw_deepseekv4pro_isolated_CL006,Descriptive,Leakage exists in the absence of additional monitoring.,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C014,level2,level2,openclaw,benchmark_isolated,RUN_20260527_232816_21_openclaw_deepseekv4pro_isolated,RUN_20260527_232816_21_openclaw_deepseekv4pro_isolated_CL007,Robustness,Treatment effects are robust to alternative leakage definitions.,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C014,level2,level2,openclaw,benchmark_isolated,RUN_20260527_232816_21_openclaw_deepseekv4pro_isolated,RUN_20260527_232816_21_openclaw_deepseekv4pro_isolated_CL008,Causal (if factorial design),The combined effect of formal oversight and community monitoring differs from the sum of individual effects.,unsupported,Unsupported Claim,major,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C014,level2,level2,openclaw,benchmark_isolated,RUN_20260527_232816_21_openclaw_deepseekv4pro_isolated,RUN_20260527_232816_21_openclaw_deepseekv4pro_isolated_CL009,Diagnostic,Spillover effects are small enough not to undermine the primary analysis.,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C014,level2,level2,openclaw,benchmark_isolated,RUN_20260527_232816_21_openclaw_deepseekv4pro_isolated,RUN_20260527_232816_21_openclaw_deepseekv4pro_isolated_CL010,Diagnostic,Attrition does not drive the results.,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C014,level3,level3,openclaw,benchmark_isolated,RUN_20260527_233158_22_openclaw_deepseekv4pro_isolated,RUN_20260527_233158_22_openclaw_deepseekv4pro_isolated_CL001,Causal (under random assignment and no spillover).,Assignment to formal oversight reduces independently measured resource leakage relative to control.,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
